//Preset4;31.99258
//Preset2;33.82563
//Preset1;36.12528
//Preset3;37.65836
//Preset1;39.291
//Preset1;39.49096
//Preset2;40.39079
//Preset3;42.92369
//Preset3;43.12365
//Preset3;43.29029
//Preset3;43.79019
//Preset3;44.09013
//Preset3;44.32342
//Preset3;44.49006
//Preset1;45.45654
//Preset2;58.65567
//Preset4;79.0865
//Preset2;80.45258
//Preset6;81.38584
//Preset5;82.18578
//Preset4;83.65231
//Preset2;95.35052
//Preset1;118.9804
//Preset3;124.9474
//Preset5;126.7139
//Preset3;127.2801
//Preset4;127.9467
//Preset3;128.68
//Preset4;129.4466
//Preset3;129.8466
//Preset4;130.2132
//Preset3;130.5798
//Preset4;131.046
//Preset3;131.4793
//Preset4;133.0125
//Preset3;133.4125
//Preset2;134.0124
//Preset3;134.8124
//Preset4;135.379
//Preset3;135.8118
//Preset4;136.4117
//Preset3;136.9782
//Preset4;137.8447
//Preset3;138.4112
//Preset4;139.8442
//Preset6;141.2772
//Preset4;145.5435
//Preset3;148.1441
//Preset2;155.4092
//Preset3;159.8081
//Preset2;161.6415
//Preset3;162.408
//Preset2;166.7741
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);194.5326
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);195.3324
Kidney;Depth;2;208.3941
Kidney;Specularity;1;214.7257
Kidney;Opacity;10;222.0237
Kidney;Opacity;9;224.0231
Kidney;Falloff;2;236.4191
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);267.2058
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);268.372
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);273.17
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);275.0025
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);275.9688
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);276.6352
\Submit;288.9647
