//Preset1;215.109
//Preset2;216.8084
//Preset4;217.7414
//Preset3;219.1409
//Preset2;244.3658
//Preset4;246.0318
//Preset6;247.298
//Preset5;250.8638
//Preset3;252.1964
//Preset3;255.0959
//Preset1;257.1953
//Preset3;259.4612
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);270.0926
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);272.292
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);274.5575
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);281.0218
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);282.1213
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);283.754
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);284.2871
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);285.2201
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);286.0531
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);287.3858
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);288.6853
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);289.7515
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);290.4512
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);293.6832
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);295.0826
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);296.1155
Kidney;Depth;1;306.7115
Kidney;Specularity;2;325.0048
Kidney;Opacity;9;337.1337
\Submit;353.4276
