//Preset3;295.8207
//Preset5;306.6169
//Preset4;308.9492
//Preset6;314.48
//Preset4;315.7132
//Preset4;322.0443
//Preset4;323.2772
//Preset2;324.4102
//Preset4;325.7097
//Preset4;325.9097
//Preset6;327.7424
//Preset4;328.942
//Preset6;329.7084
//Preset1;333.24
//Preset1;335.7055
//Preset3;337.2715
//Preset5;339.6039
//Preset6;341.2032
//Preset4;342.5026
//Preset2;348.6999
//Preset5;357.8966
//Preset3;359.1962
//Preset6;366.5597
//Preset4;368.6257
//Preset2;373.091
//Preset5;378.4221
//Preset1;379.3885
//Preset3;380.1883
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);394.95
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);396.183
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);396.9495
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);398.3824
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);399.1488
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);412.9117
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);415.2444
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);416.3107
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);417.4438
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);418.6101
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);419.6765
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);420.1763
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);420.8761
Kidney;Depth;0;429.8409
Kidney;Specularity;1;442.5045
Kidney;Opacity;10;457.1669
Kidney;Falloff;7;466.4637
Kidney;Falloff;6;470.4626
Kidney;Falloff;6;473.3284
\Submit;500.7205
