//Preset3;834.0593
//Preset5;838.491
//Preset6;840.8567
//Preset4;841.6564
//Preset2;842.9559
//Preset1;845.0889
//Preset3;846.022
//Preset4;847.1552
//Preset2;847.8883
//Preset6;849.088
//Preset4;850.2878
//Preset4;851.1542
//Preset6;851.6536
//Preset4;852.2201
//Preset6;853.3863
//Preset4;854.4192
//Preset6;855.5187
//Preset2;856.5521
//Preset5;859.2178
//Preset2;862.2839
Kidney;Falloff;4;873.8806
Kidney;Falloff;5;900.4403
Kidney;Falloff;5;904.8726
Kidney;Falloff;5;910.5717
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);916.0366
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);917.1696
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);917.7361
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);918.5359
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);919.0024
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);920.5357
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);921.2355
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);922.0352
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);934.4659
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);936.8989
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);937.9654
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);938.4987
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);939.8979
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);940.3644
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);941.7974
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);947.6291
Kidney;Specularity;4;952.6944
Kidney;Specularity;2;955.227
Kidney;Opacity;9;960.3263
Kidney;Falloff;5;967.6576
\Submit;969.8236
