//Preset3;82.77782
//Preset1;101.9036
//Preset3;103.0366
//Preset3;122.7292
//Preset3;140.1559
//Preset1;140.9555
//Preset4;144.554
//Preset2;146.0538
//Preset2;146.2871
//Preset4;147.7866
//Preset6;149.6527
//Preset5;153.3515
//Preset3;154.9172
//Preset1;161.0815
//Preset3;162.2145
Kidney;Falloff;6;196.3029
Kidney;Falloff;5;207.7325
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);214.7302
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);215.7965
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);216.9628
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);218.329
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);219.362
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);221.6279
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);222.5943
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);223.6606
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);225.0934
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);226.2268
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);227.4931
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);228.826
Kidney;Depth;2;245.7537
Kidney;Specularity;5;256.6504
Kidney;Specularity;2;261.0156
\Submit;274.8766
//Preset2;313.3285
//Preset4;322.4244
//Preset6;324.4903
//Preset3;327.2892
//Preset2;331.2537
//Preset3;332.953
//Preset1;348.9133
//Preset1;349.0799
